T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
527,951313,Scotland Vs Zimbabwe 5Th Match First Round Group B,901359,World T20 in India - 2016 (2015/16),2016-03-10,T20,9,Zimbabwe,10423,147.0,7.0,13.0,30,Scotland,62583,136.0,10.0,6.0,Vidarbha Cricket Association Stadium,Nagpur,India,Aleem Dar,M Erasmus,J Srinath,Zimbabwe,bat,Zimbabwe,Zimbabwe won by 11 runs,67884.0,"['45240', '10423', '49268', '47206', '52319', '48205', '45252', '67884', '59384', '47209', '60782']","['72409', '46048', '60303', '52184', '48469', '60198', '62583', '60201', '59951', '71959', '59616']",[]
528,951315,Afghanistan Vs Hong Kong 6Th Match First Round Group B,901359,World T20 in India - 2016 (2015/16),2016-03-10,T20,19,Hong Kong,49912,116.0,6.0,12.0,40,Afghanistan,53809,119.0,4.0,2.0,Vidarbha Cricket Association Stadium,Nagpur,India,IJ Gould,RK Illingworth,J Srinath,Hong Kong,bat,Afghanistan,Afghanistan won by 6 wickets (with 12 balls remaining),46888.0,"['51511', '5656', '66838', '61802', '62189', '56923', '59684', '49912', '59686', '66839', '47983']","['60436', '53606', '46888', '65861', '57628', '57022', '53809', '53605', '79159', '65399', '53326']",[]
529,951317,Netherlands Vs Oman 7Th Match First Round Group A,901359,World T20 in India - 2016 (2015/16),2016-03-11,T20,15,Netherlands,45001,,,,37,Oman,20099,,,,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,CB Gaffaney,S Ravi,AJ Pycroft,Oman,,,No result (abandoned with a toss),,"['49218', '48111', '63105', '48736', '45001', '47391', '48503', '49443', '65446', '55246', '56854']","['68465', '68463', '66962', '24704', '83379', '62411', '59001', '20099', '67018', '70922', '87127']",[]
530,951319,Bangladesh Vs Ireland 8Th Match First Round Group A,901359,World T20 in India - 2016 (2015/16),2016-03-11,T20,25,Bangladesh,24672,94.0,2.0,14.0,29,Ireland,47403,,,,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,NJ Llong,RJ Tucker,AJ Pycroft,Ireland,bowl,,No result,,"['48391', '61619', '58220', '48277', '47352', '47986', '50414', '24672', '67278', '66808', '65060']","['47403', '52631', '47401', '10351', '47397', '48527', '60322', '66284', '8305', '47056', '56811']",[]
531,951321,Afghanistan Vs Zimbabwe 9Th Match First Round Group B,901359,World T20 in India - 2016 (2015/16),2016-03-12,T20,40,Afghanistan,53809,186.0,6.0,25.0,9,Zimbabwe,10423,127.0,10.0,15.0,Vidarbha Cricket Association Stadium,Nagpur,India,Aleem Dar,RK Illingworth,J Srinath,Afghanistan,bat,Afghanistan,Afghanistan won by 59 runs,46888.0,"['60436', '53606', '53809', '57022', '53605', '46888', '57628', '65399', '65861', '79159', '53326']","['45240', '10423', '49268', '47206', '48205', '52319', '45252', '67884', '59384', '47209', '60782']",[]
532,951323,Hong Kong Vs Scotland 10Th Match First Round Group B,901359,World T20 in India - 2016 (2015/16),2016-03-12,T20,19,Hong Kong,49912,127.0,7.0,7.0,30,Scotland,62583,78.0,2.0,2.0,Vidarbha Cricket Association Stadium,Nagpur,India,IJ Gould,M Erasmus,J Srinath,Hong Kong,bat,Scotland,Scotland won by 8 wickets (with 12 balls remaining) (DLS method),52184.0,"['51511', '5656', '66838', '61802', '62189', '49912', '56923', '59684', '59686', '64486', '47983']","['72409', '46048', '60303', '52184', '48469', '62583', '8143', '59951', '57140', '71959', '63124']",[]
533,951325,Ireland Vs Netherlands 11Th Match First Round Group A,901359,World T20 in India - 2016 (2015/16),2016-03-13,T20,15,Netherlands,45001,59.0,5.0,8.0,29,Ireland,47403,47.0,7.0,9.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,NJ Llong,S Ravi,AJ Pycroft,Ireland,bowl,Netherlands,Netherlands won by 12 runs,56854.0,"['49218', '48736', '47391', '48111', '45001', '49443', '63105', '48503', '65446', '55246', '56854']","['47403', '52631', '47397', '47401', '10351', '48527', '66284', '56811', '60322', '8305', '47056']",[]
534,951327,Bangladesh Vs Oman 12Th Match First Round Group A,901359,World T20 in India - 2016 (2015/16),2016-03-13,T20,25,Bangladesh,24672,180.0,2.0,4.0,37,Oman,20099,65.0,9.0,6.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,CB Gaffaney,RJ Tucker,AJ Pycroft,Oman,bowl,Bangladesh,Bangladesh won by 54 runs (DLS method),48391.0,"['48391', '61619', '58220', '48277', '47352', '47986', '50414', '24672', '67278', '66808', '65060']","['68465', '68463', '53016', '24704', '62411', '59001', '83379', '20099', '67018', '70922', '87127']",[]
535,951329,India Vs New Zealand 13Th Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-15,T20,5,New Zealand,51088,126.0,7.0,13.0,6,India,7593,79.0,10.0,4.0,Vidarbha Cricket Association Stadium,Nagpur,India,HDPK Dharmasena,RK Illingworth,RS Madugalle,New Zealand,bat,New Zealand,New Zealand won by 47 runs,64864.0,"['48927', '51088', '49106', '51057', '44930', '64864', '6329', '17850', '10386', '62153', '67586']","['48405', '15887', '49752', '15716', '7716', '7593', '70633', '49247', '12894', '7804', '70640']",[]
536,951333,Bangladesh Vs Pakistan 14Th Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-16,T20,7,Pakistan,4169,201.0,5.0,3.0,25,Bangladesh,24672,146.0,6.0,8.0,Eden Gardens,Kolkata,India,IJ Gould,RA Kettleborough,BC Broad,Pakistan,bat,Pakistan,Pakistan won by 55 runs,4169.0,"['48984', '49899', '19647', '4169', '53546', '8270', '48982', '48983', '24723', '51498', '61264']","['48391', '61619', '58220', '48277', '47352', '47986', '50414', '24672', '65060', '45560', '66808']",[]
537,951331,England Vs West Indies 15Th Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-16,T20,1,England,47055,182.0,6.0,12.0,4,West Indies,44829,183.0,4.0,16.0,Wankhede Stadium,Mumbai,India,CB Gaffaney,RJ Tucker,DC Boon,West Indies,bowl,West Indies,West Indies won by 6 wickets (with 11 balls remaining),7568.0,"['52290', '49532', '52656', '53271', '47055', '53320', '46597', '51421', '49427', '53121', '62587']","['55194', '7568', '10238', '47111', '45257', '51012', '44829', '62457', '45772', '46591', '10506']",[]
538,951335,Afghanistan Vs Sri Lanka 16Th Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-17,T20,40,Afghanistan,53809,153.0,7.0,7.0,8,Sri Lanka,47023,155.0,4.0,5.0,Eden Gardens,Kolkata,India,BNJ Oxenford,JS Wilson,BC Broad,Afghanistan,bat,Sri Lanka,Sri Lanka won by 6 wickets (with 7 balls remaining),7419.0,"['60436', '53606', '53809', '53767', '46888', '53605', '57628', '65399', '65861', '79159', '53326']","['52371', '7419', '52405', '49193', '48520', '47023', '48821', '60602', '46206', '67342', '8460']",[]
539,951337,Australia Vs New Zealand 17Th Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-18,T20,5,New Zealand,51088,142.0,8.0,6.0,2,Australia,50281,134.0,9.0,4.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,M Erasmus,NJ Llong,RS Madugalle,New Zealand,bat,New Zealand,New Zealand won by 8 runs,53716.0,"['48927', '51088', '49106', '51057', '44930', '6329', '17850', '64864', '62153', '53716', '67586']","['48671', '10125', '50281', '48739', '54222', '50771', '64929', '50483', '49958', '35816', '58435']",[]
540,951339,England Vs South Africa 18Th Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-18,T20,3,South Africa,46933,229.0,4.0,4.0,1,England,47055,230.0,8.0,26.0,Wankhede Stadium,Mumbai,India,PR Reiffel,S Ravi,DC Boon,England,bowl,England,England won by 2 wickets (with 2 balls remaining),52656.0,"['9952', '58406', '46533', '46933', '45222', '53891', '61832', '52222', '47154', '67296', '19422']","['52290', '49532', '53320', '52656', '47055', '53271', '46597', '51421', '53121', '49427', '62587']",[]
541,951341,India Vs Pakistan 19Th Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-19,T20,7,Pakistan,4169,118.0,5.0,7.0,6,India,7593,119.0,4.0,11.0,Eden Gardens,Kolkata,India,IJ Gould,RA Kettleborough,BC Broad,India,bowl,India,India won by 6 wickets (with 13 balls remaining),49752.0,"['48984', '49899', '4169', '53546', '8270', '48983', '19647', '10776', '24723', '51498', '61264']","['48405', '15887', '49752', '15716', '7716', '7593', '70633', '49247', '12894', '70640', '7804']",[]
542,951343,Afghanistan Vs South Africa 20Th Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-20,T20,3,South Africa,46933,209.0,5.0,6.0,40,Afghanistan,53809,172.0,10.0,7.0,Wankhede Stadium,Mumbai,India,CB Gaffaney,PR Reiffel,DC Boon,South Africa,bat,South Africa,South Africa won by 37 runs,61832.0,"['58406', '9952', '46933', '46533', '45222', '53891', '48777', '61832', '52222', '67296', '19422']","['60436', '53606', '53809', '57022', '46888', '53605', '65861', '79159', '65399', '59773', '53755']",[]
543,951345,Sri Lanka Vs West Indies 21St Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-20,T20,8,Sri Lanka,47023,122.0,9.0,13.0,4,West Indies,44829,127.0,3.0,5.0,M Chinnaswamy Stadium,Bengaluru,India,Aleem Dar,JD Cloete,JJ Crowe,West Indies,bowl,West Indies,West Indies won by 7 wickets (with 10 balls remaining),47602.0,"['52371', '7419', '52405', '48520', '47023', '48821', '49193', '46206', '8460', '58084', '67342']","['47602', '55194', '10238', '47111', '51012', '7568', '45257', '44829', '62457', '45772', '10506']",[]
544,951347,Australia Vs Bangladesh 22Nd Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-21,T20,25,Bangladesh,24672,156.0,5.0,10.0,2,Australia,50281,157.0,7.0,6.0,M Chinnaswamy Stadium,Bengaluru,India,IJ Gould,RA Kettleborough,BC Broad,Australia,bowl,Australia,Australia won by 3 wickets (with 9 balls remaining),58435.0,"['50414', '61619', '58220', '48277', '59805', '47352', '47986', '24672', '51242', '65060', '54674']","['48671', '10125', '50281', '48739', '54222', '50771', '50483', '49002', '35816', '49958', '58435']",['51242']
545,951349,New Zealand Vs Pakistan 23Rd Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-22,T20,5,New Zealand,51088,180.0,5.0,7.0,7,Pakistan,4169,158.0,5.0,9.0,Punjab Cricket Association IS Bindra Stadium,Chandigarh,India,NJ Llong,RK Illingworth,RS Madugalle,New Zealand,bat,New Zealand,New Zealand won by 22 runs,48927.0,"['48927', '51088', '49106', '51057', '44930', '17850', '6329', '64864', '62153', '53716', '67586']","['48984', '49899', '11643', '53546', '4169', '8270', '48983', '48982', '51498', '10776', '61264']",[]
546,951351,Afghanistan Vs England 24Th Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-23,T20,1,England,47055,142.0,7.0,14.0,40,Afghanistan,53809,127.0,9.0,6.0,Feroz Shah Kotla,Delhi,India,RJ Tucker,S Ravi,DC Boon,England,bat,England,England won by 15 runs,46597.0,"['52290', '52122', '52656', '47055', '53320', '53271', '46597', '51421', '53121', '49427', '45443']","['60436', '53606', '53809', '57022', '79159', '46888', '53605', '65861', '57628', '59773', '53755']",[]
547,951353,India Vs Bangladesh 25Th Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-23,T20,6,India,7593,146.0,7.0,3.0,25,Bangladesh,24672,145.0,9.0,5.0,M Chinnaswamy Stadium,Bengaluru,India,Aleem Dar,BNJ Oxenford,BC Broad,Bangladesh,bowl,India,India won by 1 run,12894.0,"['48405', '15887', '49752', '15716', '70633', '7593', '7716', '49247', '12894', '7804', '70640']","['48391', '50414', '58220', '48277', '24672', '47352', '61619', '47986', '59805', '54674', '65060']",[]
548,951355,Australia Vs Pakistan 26Th Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-25,T20,2,Australia,50281,193.0,4.0,13.0,7,Pakistan,4169,172.0,8.0,3.0,Punjab Cricket Association IS Bindra Stadium,Chandigarh,India,HDPK Dharmasena,M Erasmus,RS Madugalle,Australia,bat,Australia,Australia won by 21 runs,50483.0,"['48671', '35812', '48739', '50281', '54222', '10125', '50483', '35816', '58435', '49958', '51367']","['48984', '49899', '11643', '53546', '4169', '8270', '48982', '48983', '24723', '10776', '51498']",[]
549,951357,South Africa Vs West Indies 27Th Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-25,T20,3,South Africa,46933,122.0,8.0,6.0,4,West Indies,44829,123.0,7.0,10.0,Vidarbha Cricket Association Stadium,Nagpur,India,IJ Gould,RA Kettleborough,BC Broad,West Indies,bowl,West Indies,West Indies won by 3 wickets (with 2 balls remaining),10238.0,"['9952', '58406', '46933', '53649', '46533', '53891', '48777', '61832', '46936', '67296', '19422']","['55194', '7568', '47602', '10238', '45257', '51012', '44829', '62457', '47111', '45772', '10506']",[]
550,951359,Bangladesh Vs New Zealand 28Th Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-26,T20,5,New Zealand,51088,145.0,8.0,6.0,25,Bangladesh,24672,70.0,10.0,6.0,Eden Gardens,Kolkata,India,JD Cloete,MA Gough,AJ Pycroft,New Zealand,bat,New Zealand,New Zealand won by 75 runs,51088.0,"['66842', '51088', '49106', '44930', '51057', '6329', '17850', '64864', '10386', '53716', '67586']","['48391', '50414', '58220', '48277', '61619', '47352', '47986', '59805', '24672', '54674', '65060']",['66842']
551,951361,England Vs Sri Lanka 29Th Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-26,T20,1,England,47055,171.0,4.0,10.0,8,Sri Lanka,47023,161.0,8.0,9.0,Feroz Shah Kotla,Delhi,India,PR Reiffel,RJ Tucker,JJ Crowe,Sri Lanka,bowl,England,England won by 10 runs,53271.0,"['52290', '49532', '52656', '53271', '47055', '53320', '46597', '51421', '53121', '49427', '45443']","['52371', '7419', '48821', '52405', '47023', '48520', '49193', '61690', '8460', '58084', '67342']",[]
552,951365,Afghanistan Vs West Indies 30Th Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-27,T20,40,Afghanistan,53809,123.0,7.0,3.0,4,West Indies,44829,117.0,8.0,5.0,Vidarbha Cricket Association Stadium,Nagpur,India,Aleem Dar,BNJ Oxenford,BC Broad,West Indies,bowl,Afghanistan,Afghanistan won by 6 runs,65861.0,"['60436', '74913', '53809', '57022', '53605', '65861', '46888', '57628', '79159', '59773', '53326']","['55194', '61413', '47602', '10238', '47111', '45257', '51012', '44829', '62457', '45772', '10506']",['61413']
553,951363,India Vs Australia 31St Match Super 10 Group 2,901359,World T20 in India - 2016 (2015/16),2016-03-27,T20,2,Australia,50281,160.0,6.0,14.0,6,India,7593,161.0,4.0,5.0,Punjab Cricket Association IS Bindra Stadium,Chandigarh,India,HDPK Dharmasena,M Erasmus,RS Madugalle,Australia,bat,India,India won by 6 wickets (with 5 balls remaining),49752.0,"['48671', '35812', '48739', '50281', '54222', '10125', '50483', '35816', '58435', '49958', '51367']","['48405', '15887', '49752', '15716', '7716', '7593', '70633', '49247', '12894', '7804', '70640']",[]
554,951367,South Africa Vs Sri Lanka 32Nd Match Super 10 Group 1,901359,World T20 in India - 2016 (2015/16),2016-03-28,T20,8,Sri Lanka,52371,120.0,10.0,10.0,3,South Africa,46933,122.0,2.0,6.0,Feroz Shah Kotla,Delhi,India,RJ Tucker,S Ravi,JJ Crowe,South Africa,bowl,South Africa,South Africa won by 8 wickets (with 14 balls remaining),46936.0,"['52371', '7419', '52405', '48821', '60602', '48520', '49193', '61690', '8460', '58084', '46995']","['9952', '58406', '46933', '46533', '53891', '48148', '48777', '47154', '52222', '46936', '19422']",[]
555,951369,England Vs New Zealand 1St Semi Final,901359,World T20 in India - 2016 (2015/16),2016-03-30,T20,5,New Zealand,51088,153.0,8.0,11.0,1,England,47055,159.0,3.0,2.0,Feroz Shah Kotla,Delhi,India,HDPK Dharmasena,RJ Tucker,DC Boon,England,bowl,England,England won by 7 wickets (with 17 balls remaining),52290.0,"['48927', '51088', '49106', '51057', '44930', '17850', '6329', '64864', '53716', '67586', '62153']","['52290', '49532', '52656', '47055', '53271', '53320', '46597', '51421', '53121', '49427', '45443']",[]
556,951371,India Vs West Indies 2Nd Semi Final,901359,World T20 in India - 2016 (2015/16),2016-03-31,T20,6,India,7593,192.0,2.0,5.0,4,West Indies,44829,196.0,3.0,6.0,Wankhede Stadium,Mumbai,India,IJ Gould,RA Kettleborough,BC Broad,West Indies,bowl,West Indies,West Indies won by 7 wickets (with 2 balls remaining),45256.0,"['48405', '51096', '49752', '7593', '15716', '51454', '70633', '49247', '12894', '70640', '7804']","['55194', '7568', '10238', '45256', '51012', '47111', '45257', '44829', '62457', '45772', '10506']",[]
557,951373,England Vs West Indies Final,901359,World T20 in India - 2016 (2015/16),2016-04-03,T20,1,England,47055,155.0,9.0,5.0,4,West Indies,44829,161.0,6.0,9.0,Eden Gardens,Kolkata,India,HDPK Dharmasena,RJ Tucker,RS Madugalle,West Indies,bowl,West Indies,West Indies won by 4 wickets (with 2 balls remaining),10238.0,"['52290', '49532', '52656', '47055', '53271', '53320', '46597', '51421', '53121', '45443', '49427']","['55194', '7568', '10238', '45256', '45257', '51012', '44829', '62457', '47111', '45772', '10506']",[]
558,1007655,Zimbabwe Vs India 1St T20I,1007665,India tour of Zimbabwe  - 2016 (2016),2016-06-18,T20,9,Zimbabwe,47234,170.0,6.0,9.0,6,India,7593,168.0,6.0,13.0,Harare Sports Club,Harare,Zimbabwe,TJ Matibiri,RB Tiffin,RB Richardson,India,bowl,Zimbabwe,Zimbabwe won by 2 runs,45252.0,"['47619', '10423', '49268', '52319', '48205', '55145', '45252', '47234', '62307', '49120', '59384']","['60530', '59601', '8999', '51454', '51482', '7593', '67455', '51491', '70640', '59261', '61325']","['59261', '60530', '59601', '51491', '61325']"
559,1007657,Zimbabwe Vs India 2Nd T20I,1007665,India tour of Zimbabwe  - 2016 (2016),2016-06-20,T20,9,Zimbabwe,47234,99.0,9.0,9.0,6,India,7593,103.0,0.0,4.0,Harare Sports Club,Harare,Zimbabwe,L Rusere,RB Tiffin,RB Richardson,Zimbabwe,bat,India,India won by 10 wickets (with 41 balls remaining),66726.0,"['47619', '10423', '55144', '52319', '55145', '48205', '45252', '47234', '62307', '59384', '49120']","['60530', '59601', '8999', '51454', '51482', '7593', '67455', '51098', '70640', '66726', '61325']","['66726', '51098']"
560,1007659,Zimbabwe Vs India 3Rd T20I,1007665,India tour of Zimbabwe  - 2016 (2016),2016-06-22,T20,6,India,7593,138.0,6.0,4.0,9,Zimbabwe,47234,135.0,6.0,12.0,Harare Sports Club,Harare,Zimbabwe,TJ Matibiri,RB Tiffin,RB Richardson,Zimbabwe,bowl,India,India won by 3 runs,51482.0,"['60530', '59601', '8999', '51454', '51482', '7593', '67455', '51098', '70640', '66726', '61325']","['47619', '10423', '45240', '55144', '48205', '45252', '49274', '47234', '62307', '59384', '60782']",[]
561,913633,England Vs Sri Lanka Only T20I,913595,Sri Lanka tour of England and Ireland  - 2016 (2016),2016-07-05,T20,8,Sri Lanka,47023,140.0,10.0,13.0,1,England,47055,144.0,2.0,8.0,The Rose Bowl,Southampton,England,MA Gough,RJ Bailey,DC Boon,Sri Lanka,bat,England,England won by 8 wickets (with 15 balls remaining),53271.0,"['52373', '56646', '70888', '47023', '52371', '61690', '59445', '50378', '11374', '57565', '54131']","['52290', '53271', '52122', '47055', '52161', '52241', '48572', '45443', '49427', '51421', '62490']","['57565', '70888', '48572', '54131', '62490']"
562,1041615,India Vs West Indies 1St T20I,1041619,India tour of WI  - 2016 (2016),2016-08-27,T20,4,West Indies,62457,245.0,6.0,6.0,6,India,7593,244.0,4.0,6.0,Central Broward Regional Park Stadium Turf Ground,Lauderhill,United States of America,JS Wilson,N Duguid,RS Madugalle,India,bowl,West Indies,West Indies won by 1 run,61413.0,"['55194', '61413', '51012', '49040', '62457', '45257', '45256', '10238', '47602', '49039', '45772']","['48405', '51096', '49752', '60530', '7593', '10553', '12894', '49247', '63646', '70640', '54282']",[]
563,1041617,India Vs West Indies 2Nd T20I,1041619,India tour of WI  - 2016 (2016),2016-08-28,T20,4,West Indies,62457,143.0,10.0,9.0,6,India,7593,15.0,0.0,1.0,Central Broward Regional Park Stadium Turf Ground,Lauderhill,United States of America,JS Wilson,LS Reifer,RS Madugalle,India,bowl,,No result,,"['55194', '61413', '10238', '45256', '47602', '49040', '51012', '45257', '62457', '49039', '45772']","['48405', '51096', '49752', '60530', '7593', '49247', '12894', '54282', '12562', '63646', '70640']",[]
