T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
480,914223,New Zealand Vs Pakistan 2Nd T20I,914263,Pakistan tour of New Zealand  - 2016 (2015/16),2016-01-17,T20,7,Pakistan,4169,168.0,7.0,11.0,5,New Zealand,51088,171.0,0.0,12.0,Seddon Park,Hamilton,New Zealand,BF Bowden,DJ Walker,DC Boon,Pakistan,bat,New Zealand,New Zealand won by 10 wickets (with 14 balls remaining),48927.0,"['19647', '49899', '47686', '8270', '53546', '4169', '48982', '48983', '24723', '44908', '51498']","['48927', '51088', '49106', '51057', '44930', '6329', '17850', '64864', '48641', '62153', '53716']",[]
481,958417,Bangladesh Vs Zimbabwe 2Nd Match,958413,Zimbabwe tour of Bangladesh [Jan 2016]  - 2016 (2015/16),2016-01-17,T20,25,Bangladesh,24672,167.0,3.0,6.0,9,Zimbabwe,10423,125.0,8.0,8.0,Sheikh Abu Naser Stadium,Khulna,Bangladesh,Anisur Rahman,Sharfuddoula,BC Broad,Bangladesh,bat,Bangladesh,Bangladesh won by 42 runs,58220.0,"['48391', '61619', '58220', '47352', '47986', '48277', '59805', '60030', '24672', '65060', '54674']","['45240', '10423', '49268', '47206', '48205', '55144', '62307', '47234', '67884', '49120', '49266']",[]
482,958419,Bangladesh Vs Zimbabwe 3Rd Match,958413,Zimbabwe tour of Bangladesh [Jan 2016]  - 2016 (2015/16),2016-01-20,T20,9,Zimbabwe,10423,187.0,6.0,5.0,25,Bangladesh,24672,156.0,6.0,7.0,Sheikh Abu Naser Stadium,Khulna,Bangladesh,Anisur Rahman,Enamul Haque,BC Broad,Zimbabwe,bat,Zimbabwe,Zimbabwe won by 31 runs,48205.0,"['10423', '45240', '49268', '47206', '48205', '52319', '55144', '47234', '49266', '49271', '49120']","['51239', '61619', '58220', '67276', '48277', '47352', '50418', '60030', '24672', '66727', '67278']","['67278', '66727', '67276', '50418']"
483,914225,New Zealand Vs Pakistan 3Rd T20I,914263,Pakistan tour of New Zealand  - 2016 (2015/16),2016-01-22,T20,5,New Zealand,51088,196.0,5.0,7.0,7,Pakistan,4169,101.0,10.0,6.0,Westpac Stadium,Wellington,New Zealand,BF Bowden,DJ Walker,DC Boon,Pakistan,bowl,New Zealand,New Zealand won by 95 runs,51057.0,"['48927', '51088', '49106', '51057', '44930', '6329', '17850', '64864', '62153', '53716', '51092']","['19647', '49899', '54018', '8270', '48983', '53546', '4169', '48982', '49125', '24723', '51498']",[]
484,958421,Bangladesh Vs Zimbabwe 4Th Match,958413,Zimbabwe tour of Bangladesh [Jan 2016]  - 2016 (2015/16),2016-01-22,T20,9,Zimbabwe,45252,180.0,4.0,8.0,25,Bangladesh,24672,162.0,10.0,11.0,Sheikh Abu Naser Stadium,Khulna,Bangladesh,Enamul Haque,Sharfuddoula,BC Broad,Zimbabwe,bat,Zimbabwe,Zimbabwe won by 18 runs,10423.0,"['45240', '10423', '49268', '48205', '52319', '45252', '55144', '66876', '49271', '62307', '47234']","['48391', '61619', '58220', '51239', '48277', '47352', '60030', '24672', '67278', '45560', '66808']",[]
486,895819,Australia Vs India 2Nd T20I,895805,India tour of Australia  - 2016 (2015/16),2016-01-29,T20,6,India,7593,184.0,3.0,9.0,2,Australia,35812,157.0,8.0,8.0,Melbourne Cricket Ground,Melbourne,Australia,P Wilson,SD Fry,JJ Crowe,Australia,bowl,India,India won by 27 runs,49752.0,"['48405', '15887', '49752', '7593', '15716', '7716', '70633', '49247', '12894', '70640', '7804']","['35812', '10129', '54340', '54222', '10125', '49024', '50483', '49002', '62500', '61993', '50724']","['62500', '50724', '61993']"
487,953103,Hong Kong Vs Scotland 1St T20I,953101,Scotland tour of Hong Kong  - 2016 (2015/16),2016-01-30,T20,30,Scotland,62583,66.0,7.0,1.0,19,Hong Kong,49912,72.0,1.0,6.0,Mission Road Ground,Mong Kok,Hong Kong,Sarika Prasad,Tabarak Dar,SR Bernard,Hong Kong,bowl,Hong Kong,Hong Kong won by 9 wickets (with 22 balls remaining),66838.0,"['72409', '46048', '60303', '52184', '48469', '62583', '49112', '57140', '60201', '79841', '71959']","['51511', '62189', '66838', '61802', '56923', '56926', '66839', '47983', '59686', '59684', '49912']","['79841', '79841']"
488,953105,Hong Kong Vs Scotland 2Nd T20I,953101,Scotland tour of Hong Kong  - 2016 (2015/16),2016-01-31,T20,30,Scotland,62583,161.0,9.0,8.0,19,Hong Kong,49912,124.0,10.0,5.0,Mission Road Ground,Mong Kok,Hong Kong,Sarika Prasad,Tabarak Dar,SR Bernard,Hong Kong,bowl,Scotland,Scotland won by 37 runs,46048.0,"['72409', '46048', '60303', '52184', '48469', '62583', '49112', '57140', '60201', '71959', '79841']","['51511', '62189', '66838', '61802', '56923', '59684', '49912', '59686', '56926', '66839', '47983']",[]
489,895821,Australia Vs India 3Rd T20I,895805,India tour of Australia  - 2016 (2015/16),2016-01-31,T20,2,Australia,10125,197.0,5.0,8.0,6,India,7593,200.0,3.0,8.0,Sydney Cricket Ground,Sydney,Australia,JD Ward,SD Fry,JJ Crowe,Australia,bat,India,India won by 7 wickets (with 0 balls remaining),10125.0,"['48671', '10125', '10129', '54222', '66190', '54340', '64795', '62500', '54336', '61993', '17780']","['48405', '15887', '49752', '15716', '7716', '7593', '70633', '49247', '12894', '70640', '7804']","['64795', '48671']"
595,1020029,New Zealand Vs South Africa Only T20I,1020023,NZ v SA  - 2017 (2016/17),2017-02-17,T20,3,South Africa,46933,185.0,6.0,11.0,5,New Zealand,51088,107.0,10.0,3.0,Eden Park,Auckland,New Zealand,CM Brown,WR Knights,J Srinath,New Zealand,bowl,South Africa,South Africa won by 78 runs,19422.0,"['9952', '58406', '46933', '46533', '45222', '48148', '61832', '50121', '66859', '19422', '54444']","['80639', '51088', '49106', '74833', '51057', '47231', '17850', '64864', '61846', '49108', '51092']",['80639']
490,967081,United Arab Emirates Vs Netherlands Only T20I,967067,Netherlands tour of United Arab Emirates  - 2016 (2015/16),2016-02-03,T20,15,Netherlands,45001,157.0,5.0,8.0,27,U.A.E.,49463,73.0,10.0,4.0,ICC Academy,Dubai,United Arab Emirates,CK Nandan,Sarika Prasad,DT Jukes,U.A.E.,bowl,Netherlands,Netherlands won by 84 runs,49443.0,"['53266', '49218', '48111', '45001', '48503', '71363', '49443', '58594', '66041', '56854', '65446']","['87653', '76501', '45742', '62044', '90291', '87645', '53033', '66386', '49463', '88711', '87553']","['87645', '87645', '88711', '88711', '87653', '87653', '90291', '90291', '66041', '66041']"
491,966373,United Arab Emirates Vs Scotland Only T20I,966351,Scotland tour of United Arab Emirates in United Arab Emirates - 2016 (2015/16),2016-02-04,T20,27,U.A.E.,48412,148.0,8.0,7.0,30,Scotland,62583,139.0,9.0,2.0,ICC Academy,Dubai,United Arab Emirates,CK Nandan,Sarika Prasad,DT Jukes,U.A.E.,bat,U.A.E.,U.A.E. won by 9 runs,48412.0,"['62044', '76501', '45742', '90291', '48412', '78011', '53033', '66386', '87645', '87553', '36141']","['46048', '49112', '60303', '52184', '62583', '48469', '60198', '59951', '60201', '71959', '59616']","['78011', '78011']"
492,966375,Netherlands Vs Scotland Only T20I,966353,Scotland tour of United Arab Emirates in United Arab Emirates - 2016 (2015/16),2016-02-05,T20,30,Scotland,62583,140.0,5.0,6.0,15,Netherlands,45001,103.0,10.0,5.0,ICC Academy,Dubai,United Arab Emirates,CK Nandan,Sarika Prasad,DT Jukes,Scotland,bat,Scotland,Scotland won by 37 runs,71959.0,"['46048', '49112', '60303', '52184', '48469', '62583', '57140', '60201', '59616', '60198', '71959']","['49218', '53266', '63105', '48111', '45001', '71363', '58594', '66041', '56854', '65446', '60259']",['60259']
493,954733,Ireland Vs Papua New Guinea 1St T20I,954729,Ireland tour of Australia  - 2016 (2015/16),2016-02-06,T20,20,P.N.G.,47478,92.0,9.0,9.0,29,Ireland,47403,97.0,5.0,7.0,Tony Ireland Stadium,Townsville,Australia,BB Pradhan,RJ Tucker,SR Bernard,Ireland,bowl,Ireland,Ireland won by 5 wickets (with 47 balls remaining),,"['61866', '59064', '47469', '60468', '71461', '46828', '47478', '55134', '65887', '68066', '71463']","['47403', '52631', '10351', '47401', '47397', '48527', '60195', '66284', '60322', '56811', '57785']","['71461', '71461', '71463', '71463', '60468']"
494,954735,Ireland Vs Papua New Guinea 2Nd T20I,954729,Ireland tour of Australia  - 2016 (2015/16),2016-02-07,T20,29,Ireland,47403,96.0,5.0,3.0,20,P.N.G.,47478,89.0,9.0,3.0,Tony Ireland Stadium,Townsville,Australia,BB Pradhan,RJ Tucker,SR Bernard,P.N.G.,bowl,Ireland,Ireland won by 7 runs (DLS method),,"['47403', '52628', '53129', '47401', '60195', '48527', '66284', '60322', '56811', '8305', '57785']","['47469', '59064', '61866', '46828', '60468', '47478', '55134', '55132', '65887', '71463', '73499']",['73499']
495,954737,Ireland Vs Papua New Guinea 3Rd T20I,954729,Ireland tour of Australia  - 2016 (2015/16),2016-02-09,T20,20,P.N.G.,47469,116.0,8.0,8.0,29,Ireland,47401,105.0,10.0,5.0,Tony Ireland Stadium,Townsville,Australia,BB Pradhan,RJ Tucker,SR Bernard,P.N.G.,bat,P.N.G.,P.N.G. won by 11 runs,,"['47469', '59064', '61866', '46828', '60468', '55134', '71461', '65887', '68066', '73499', '71463']","['52631', '52628', '10351', '47401', '47397', '53129', '60195', '66284', '60322', '56811', '8305']",[]
496,963697,India Vs Sri Lanka 1St T20I,963669,Sri Lanka tour of India and Bangladesh  - 2016 (2015/16),2016-02-09,T20,6,India,7593,101.0,10.0,11.0,8,Sri Lanka,52371,105.0,5.0,5.0,Maharashtra Cricket Association Stadium,Pune,India,CK Nandan,VA Kulkarni,JJ Crowe,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 5 wickets (with 12 balls remaining),64698.0,"['48405', '15887', '51096', '15716', '7716', '7593', '70633', '49247', '12894', '7804', '70640']","['61131', '56646', '52371', '48520', '48821', '61690', '50378', '49193', '50837', '64698', '67342']","['64698', '61131']"
497,963699,India Vs Sri Lanka 2Nd T20I,963669,Sri Lanka tour of India and Bangladesh  - 2016 (2015/16),2016-02-12,T20,6,India,7593,196.0,6.0,10.0,8,Sri Lanka,52371,127.0,9.0,3.0,JSCA International Stadium Complex,Ranchi,India,AK Chaudhary,VA Kulkarni,JJ Crowe,Sri Lanka,bowl,India,India won by 69 runs,15887.0,"['48405', '15887', '51096', '15716', '70633', '7593', '7716', '49247', '12894', '70640', '7804']","['56646', '7419', '50378', '52371', '48520', '48821', '61690', '49193', '50837', '67342', '64698']",[]
498,954741,United Arab Emirates Vs Ireland 1St T20I,965083,Ireland tour of United Arab Emirates  - 2016 (2015/16),2016-02-14,T20,29,Ireland,47403,134.0,8.0,7.0,27,U.A.E.,48412,100.0,10.0,6.0,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,Iftikhar Ali,Rabiul Hoque,D Govindjee,U.A.E.,bowl,Ireland,Ireland won by 34 runs,,"['47403', '52631', '53129', '47401', '10351', '47397', '60322', '66284', '8305', '47056', '57785']","['53033', '76501', '45742', '90291', '62044', '48412', '78011', '87645', '66386', '36141', '87553']",[]
499,963701,India Vs Sri Lanka 3Rd T20I,963669,Sri Lanka tour of India and Bangladesh  - 2016 (2015/16),2016-02-14,T20,8,Sri Lanka,52371,82.0,10.0,6.0,6,India,7593,84.0,1.0,3.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,AK Chaudhary,CK Nandan,JJ Crowe,India,bowl,India,India won by 9 wickets (with 37 balls remaining),12894.0,"['61131', '7419', '52371', '57410', '48821', '61690', '50378', '49193', '50837', '67342', '11271']","['48405', '15887', '51096', '15716', '7716', '7593', '70633', '49247', '12894', '70640', '7804']",['57410']
500,954743,United Arab Emirates Vs Ireland 2Nd T20I,965083,Ireland tour of United Arab Emirates  - 2016 (2015/16),2016-02-16,T20,27,U.A.E.,48412,133.0,7.0,9.0,29,Ireland,47403,128.0,9.0,1.0,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,Akbar Ali,Iftikhar Ali,D Govindjee,U.A.E.,bat,U.A.E.,U.A.E. won by 5 runs,,"['53033', '87653', '76501', '45742', '62044', '90291', '48412', '46530', '66386', '49463', '87553']","['47403', '52631', '53129', '47401', '10351', '52628', '60195', '56811', '66284', '8305', '47056']","['46530', '46530']"
501,966713,Afghanistan Vs United Arab Emirates Qualifying Group 1St Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-19,T20,27,U.A.E.,48412,176.0,4.0,11.0,40,Afghanistan,53809,160.0,10.0,8.0,Khan Shaheb Osman Ali Stadium,Fatullah,Bangladesh,Sarika Prasad,Sharfuddoula,RB Richardson,U.A.E.,bat,U.A.E.,U.A.E. won by 16 runs,,"['53033', '87653', '45742', '48412', '90291', '76501', '46530', '49463', '62044', '88711', '66386']","['60436', '74913', '53809', '53767', '46888', '57022', '65861', '65399', '79159', '53755', '59773']",[]
502,966735,Hong Kong Vs Oman Qualifying Group 2Nd Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-19,T20,37,Oman,20099,180.0,5.0,5.0,19,Hong Kong,49912,175.0,7.0,1.0,Khan Shaheb Osman Ali Stadium,Fatullah,Bangladesh,BB Pradhan,Enamul Haque,RB Richardson,Oman,bat,Oman,Oman won by 5 runs,,"['68465', '53016', '53873', '24704', '62411', '83379', '59001', '20099', '70922', '87127', '67018']","['62189', '59684', '66838', '61802', '56923', '49912', '59686', '70978', '66839', '84759', '47983']",['53873']
503,800479,South Africa Vs England 1St T20I,800451,England tour of South Africa  - 2015 (2015/16),2016-02-19,T20,1,England,47055,134.0,8.0,7.0,3,South Africa,46933,135.0,7.0,6.0,Newlands,Cape Town,South Africa,JD Cloete,S George,AJ Pycroft,South Africa,bowl,South Africa,South Africa won by 3 wickets (with 0 balls remaining),19422.0,"['52290', '49532', '52656', '47055', '53320', '53271', '46597', '51421', '49427', '53121', '62587']","['9952', '46533', '46933', '45222', '53649', '53891', '48777', '61832', '52222', '67296', '19422']",[]
504,966737,Afghanistan Vs Oman Qualifying Group 3Rd Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-20,T20,37,Oman,20099,165.0,4.0,10.0,40,Afghanistan,53809,168.0,7.0,5.0,Khan Shaheb Osman Ali Stadium,Fatullah,Bangladesh,Anisur Rahman,Sarika Prasad,RB Richardson,Oman,bat,Afghanistan,Afghanistan won by 3 wickets (with 3 balls remaining),,"['68465', '53016', '24704', '62411', '83379', '59001', '20099', '67018', '87127', '70922', '53873']","['60436', '53606', '53809', '53767', '46888', '65861', '57022', '53605', '65399', '59773', '79159']",[]
505,966739,Hong Kong Vs United Arab Emirates Qualifying Group 4Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-21,T20,19,Hong Kong,49912,146.0,7.0,8.0,27,U.A.E.,48412,147.0,4.0,9.0,Khan Shaheb Osman Ali Stadium,Fatullah,Bangladesh,BB Pradhan,Sharfuddoula,RB Richardson,Hong Kong,bat,U.A.E.,U.A.E. won by 6 wickets (with 9 balls remaining),,"['62189', '59684', '66838', '61802', '56923', '49912', '59686', '70978', '84759', '47983', '66839']","['53033', '87653', '76501', '90291', '45742', '48412', '78011', '62044', '88711', '49463', '66386']",[]
506,800481,South Africa Vs England 2Nd T20I,800451,England tour of South Africa  - 2015 (2015/16),2016-02-21,T20,1,England,47055,171.0,10.0,9.0,3,South Africa,46933,172.0,1.0,10.0,New Wanderers Stadium,Johannesburg,South Africa,AT Holdstock,JD Cloete,AJ Pycroft,South Africa,bowl,South Africa,South Africa won by 9 wickets (with 32 balls remaining),46533.0,"['52290', '49532', '52656', '47055', '53271', '53320', '52241', '46597', '51421', '49427', '62587']","['46533', '9952', '46933', '45222', '53649', '53891', '48777', '61832', '52222', '67296', '19422']",[]
507,966741,Afghanistan Vs Hong Kong Qualifying Group 5Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-22,T20,40,Afghanistan,53809,178.0,7.0,9.0,19,Hong Kong,49912,112.0,10.0,11.0,Shere Bangla National Stadium,Dhaka,Bangladesh,BB Pradhan,Enamul Haque,RB Richardson,Hong Kong,bowl,Afghanistan,Afghanistan won by 66 runs,46888.0,"['60436', '53606', '53809', '53767', '65861', '46888', '57022', '65399', '53605', '79159', '53755']","['62189', '59684', '66838', '61802', '56923', '49912', '59686', '84759', '47983', '84815', '64486']","['64486', '84815', '84815']"
508,966743,Oman Vs United Arab Emirates Qualifying Group 6Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-22,T20,27,U.A.E.,48412,172.0,6.0,12.0,37,Oman,20099,101.0,8.0,9.0,Shere Bangla National Stadium,Dhaka,Bangladesh,Sarika Prasad,Sharfuddoula,RB Richardson,Oman,bowl,U.A.E.,U.A.E. won by 71 runs,90291.0,"['53033', '87653', '76501', '45742', '90291', '48412', '66386', '78011', '49463', '62044', '87553']","['68465', '53016', '87469', '24704', '62411', '20099', '83379', '59001', '59720', '70922', '87127']",[]
509,966745,Bangladesh Vs India 1St Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-24,T20,6,India,7593,166.0,6.0,7.0,25,Bangladesh,24672,121.0,7.0,10.0,Shere Bangla National Stadium,Dhaka,Bangladesh,RSA Palliyaguruge,Shozab Raza,RB Richardson,Bangladesh,bowl,India,India won by 45 runs,48405.0,"['48405', '15887', '49752', '15716', '7716', '70633', '7593', '49247', '12894', '70640', '7804']","['61619', '50414', '58220', '51239', '48277', '47986', '47352', '24672', '66808', '65060', '54674']",[]
510,966747,Sri Lanka Vs United Arab Emirates 2Nd Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-25,T20,8,Sri Lanka,45105,129.0,8.0,5.0,27,U.A.E.,48412,115.0,9.0,16.0,Shere Bangla National Stadium,Dhaka,Bangladesh,AK Chaudhary,Sharfuddoula,RB Richardson,U.A.E.,bowl,Sri Lanka,Sri Lanka won by 14 runs,45105.0,"['52371', '7419', '48821', '61690', '47023', '60602', '48520', '46206', '67342', '8460', '45105']","['53033', '87653', '76501', '90291', '45742', '62044', '78011', '48412', '66386', '49463', '87553']",[]
511,966749,Bangladesh Vs United Arab Emirates 3Rd Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-26,T20,25,Bangladesh,24672,133.0,8.0,5.0,27,U.A.E.,48412,82.0,10.0,3.0,Shere Bangla National Stadium,Dhaka,Bangladesh,AK Chaudhary,RSA Palliyaguruge,RB Richardson,U.A.E.,bowl,Bangladesh,Bangladesh won by 51 runs,47352.0,"['50414', '61619', '58220', '47986', '48277', '47352', '60030', '24672', '66808', '65060', '54674']","['53033', '87653', '76501', '45742', '90291', '62044', '48412', '87645', '78011', '49463', '66386']",[]
512,966751,India Vs Pakistan 4Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-27,T20,7,Pakistan,4169,83.0,10.0,15.0,6,India,7593,85.0,5.0,14.0,Shere Bangla National Stadium,Dhaka,Bangladesh,RSA Palliyaguruge,Sharfuddoula,JJ Crowe,India,bowl,India,India won by 5 wickets (with 27 balls remaining),49752.0,"['19647', '48984', '46385', '8270', '53546', '48983', '4169', '24723', '10776', '51498', '61264']","['48405', '51096', '49752', '15716', '7716', '70633', '7593', '49247', '12894', '70640', '7804']",['46385']
513,966753,Bangladesh Vs Sri Lanka 5Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-02-28,T20,25,Bangladesh,24672,147.0,7.0,4.0,8,Sri Lanka,47023,124.0,8.0,3.0,Shere Bangla National Stadium,Dhaka,Bangladesh,AK Chaudhary,Shozab Raza,JJ Crowe,Bangladesh,bat,Bangladesh,Bangladesh won by 23 runs,58220.0,"['50414', '61619', '58220', '47986', '48277', '47352', '60030', '24672', '65060', '54674', '66808']","['52371', '7419', '60602', '47023', '49193', '48821', '61690', '48520', '46206', '67342', '8460']",[]
514,966755,Pakistan Vs United Arab Emirates 6Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),,T20,27,U.A.E.,48412,129.0,6.0,9.0,7,Pakistan,4169,131.0,3.0,3.0,Shere Bangla National Stadium,Dhaka,Bangladesh,Enamul Haque,RSA Palliyaguruge,JJ Crowe,U.A.E.,bat,Pakistan,Pakistan won by 7 wickets (with 8 balls remaining),8270.0,"['53033', '87653', '76501', '45742', '46530', '90291', '48412', '66386', '62044', '87645', '49463']","['19647', '48984', '46385', '53546', '8270', '48983', '4169', '56883', '10776', '51498', '61264']",['56883']
515,966757,India Vs Sri Lanka 7Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-03-01,T20,8,Sri Lanka,47023,138.0,9.0,10.0,6,India,7593,142.0,5.0,1.0,Shere Bangla National Stadium,Dhaka,Bangladesh,Anisur Rahman,Shozab Raza,JJ Crowe,India,bowl,India,India won by 5 wickets (with 4 balls remaining),49752.0,"['52371', '7419', '60602', '48520', '47023', '48821', '61690', '49193', '46206', '67342', '8460']","['15887', '48405', '49752', '15716', '7716', '70633', '7593', '49247', '12894', '70640', '7804']",[]
516,966759,Bangladesh Vs Pakistan 8Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-03-02,T20,7,Pakistan,4169,129.0,7.0,0.0,25,Bangladesh,24672,131.0,5.0,8.0,Shere Bangla National Stadium,Dhaka,Bangladesh,AK Chaudhary,RSA Palliyaguruge,JJ Crowe,Pakistan,bat,Bangladesh,Bangladesh won by 5 wickets (with 5 balls remaining),61619.0,"['46385', '48984', '19647', '48983', '53546', '8270', '4169', '49125', '10776', '51498', '61264']","['48391', '61619', '58220', '47986', '48277', '47352', '24672', '50414', '65060', '45560', '66808']",[]
517,966761,India Vs United Arab Emirates 9Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-03-03,T20,27,U.A.E.,48412,81.0,9.0,7.0,6,India,7593,82.0,1.0,2.0,Shere Bangla National Stadium,Dhaka,Bangladesh,Sharfuddoula,Shozab Raza,JJ Crowe,U.A.E.,bat,India,India won by 9 wickets (with 59 balls remaining),48405.0,"['53033', '62044', '76501', '45742', '90291', '48412', '87653', '87645', '66386', '49463', '87553']","['48405', '15887', '7716', '49752', '15716', '70633', '7593', '66253', '7139', '54282', '70640']",['66253']
518,966763,Pakistan Vs Sri Lanka 10Th Match,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-03-04,T20,8,Sri Lanka,52371,150.0,4.0,7.0,7,Pakistan,4169,151.0,4.0,7.0,Shere Bangla National Stadium,Dhaka,Bangladesh,AK Chaudhary,Enamul Haque,JJ Crowe,Pakistan,bowl,Pakistan,Pakistan won by 6 wickets (with 4 balls remaining),53546.0,"['52371', '7419', '60602', '48520', '61690', '48821', '61131', '49193', '46206', '8460', '67342']","['48984', '19647', '48983', '53546', '8270', '63619', '4169', '51498', '24723', '61264', '56883']",['63619']
519,884347,South Africa Vs Australia 1St T20I,884345,Australia tour of South Africa  - 2016 (2015/16),2016-03-04,T20,2,Australia,50281,157.0,9.0,5.0,3,South Africa,46933,158.0,7.0,7.0,Kingsmead,Durban,South Africa,AT Holdstock,S George,RB Richardson,Australia,bat,South Africa,South Africa won by 3 wickets (with 4 balls remaining),53891.0,"['48671', '35812', '48739', '50281', '54222', '50771', '35816', '49002', '49958', '58435', '62500']","['46533', '58406', '46933', '45222', '53649', '53891', '48777', '61832', '52222', '67296', '19422']","['58435', '35816']"
520,884349,South Africa Vs Australia 2Nd T20I,884345,Australia tour of South Africa  - 2016 (2015/16),2016-03-06,T20,3,South Africa,46933,204.0,7.0,5.0,2,Australia,50281,205.0,5.0,14.0,New Wanderers Stadium,Johannesburg,South Africa,AT Holdstock,S George,RB Richardson,Australia,bowl,Australia,Australia won by 5 wickets (with 0 balls remaining),48739.0,"['46533', '58406', '46933', '45222', '53891', '48148', '61832', '48777', '67296', '19422', '47154']","['35812', '10125', '50281', '48739', '54222', '50771', '50483', '35816', '51367', '49002', '64929']",['64929']
521,966765,Bangladesh Vs India Final,966595,Asia Cup in Bangladesh - 2016 (2015/16),2016-03-06,T20,25,Bangladesh,24672,120.0,5.0,3.0,6,India,7593,122.0,2.0,0.0,Shere Bangla National Stadium,Dhaka,Bangladesh,RSA Palliyaguruge,Shozab Raza,JJ Crowe,India,bowl,India,India won by 8 wickets (with 7 balls remaining),15887.0,"['48391', '61619', '58220', '48277', '47986', '24672', '47352', '52363', '65060', '67278', '66808']","['48405', '15887', '49752', '7593', '15716', '7716', '70633', '49247', '12894', '70640', '7804']",[]
522,951305,Hong Kong Vs Zimbabwe 1St Match First Round Group B,901359,World T20 in India - 2016 (2015/16),2016-03-08,T20,9,Zimbabwe,10423,158.0,8.0,6.0,19,Hong Kong,49912,144.0,6.0,10.0,Vidarbha Cricket Association Stadium,Nagpur,India,Aleem Dar,IJ Gould,J Srinath,Hong Kong,bowl,Zimbabwe,Zimbabwe won by 14 runs,45240.0,"['10423', '45240', '49268', '47206', '52319', '48205', '45252', '59384', '67884', '47209', '60782']","['51511', '5656', '66838', '61802', '62189', '49912', '56923', '59686', '59684', '66839', '47983']",['5656']
523,951307,Afghanistan Vs Scotland 2Nd Match First Round Group B,901359,World T20 in India - 2016 (2015/16),2016-03-08,T20,40,Afghanistan,53809,170.0,5.0,7.0,30,Scotland,62583,156.0,5.0,10.0,Vidarbha Cricket Association Stadium,Nagpur,India,M Erasmus,RK Illingworth,J Srinath,Afghanistan,bat,Afghanistan,Afghanistan won by 14 runs,60436.0,"['60436', '53606', '53809', '57022', '46888', '57628', '65399', '53605', '65861', '79159', '59773']","['72409', '46048', '49112', '52184', '48469', '62583', '60303', '59951', '60201', '71959', '59616']",[]
524,951309,Bangladesh Vs Netherlands 3Rd Match First Round Group A,901359,World T20 in India - 2016 (2015/16),2016-03-09,T20,25,Bangladesh,24672,153.0,7.0,7.0,15,Netherlands,45001,145.0,7.0,16.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,RJ Tucker,S Ravi,AJ Pycroft,Netherlands,bowl,Bangladesh,Bangladesh won by 8 runs,48391.0,"['48391', '61619', '58220', '48277', '47352', '47986', '52363', '24672', '45560', '66808', '65060']","['49218', '48111', '63105', '45001', '48736', '47391', '48503', '49443', '61845', '55246', '56854']",[]
525,951311,Ireland Vs Oman 4Th Match First Round Group A,901359,World T20 in India - 2016 (2015/16),2016-03-09,T20,29,Ireland,47403,154.0,5.0,7.0,37,Oman,20099,157.0,8.0,16.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,CB Gaffaney,NJ Llong,AJ Pycroft,Ireland,bat,Oman,Oman won by 2 wickets (with 2 balls remaining),59001.0,"['47403', '52631', '47401', '10351', '47397', '48527', '60322', '66284', '8305', '47056', '57785']","['68465', '68463', '53016', '24704', '83379', '62411', '59001', '20099', '67018', '70922', '87127']",[]
526,884351,South Africa Vs Australia 3Rd T20I,884345,Australia tour of South Africa  - 2016 (2015/16),2016-03-09,T20,3,South Africa,46933,178.0,4.0,5.0,2,Australia,50281,181.0,4.0,6.0,Newlands,Cape Town,South Africa,AT Holdstock,S George,RB Richardson,South Africa,bat,Australia,Australia won by 6 wickets (with 4 balls remaining),9952.0,"['58406', '9952', '46933', '53649', '53891', '45222', '48777', '52222', '67296', '19422', '47154']","['48671', '10125', '50281', '48739', '54222', '50771', '50483', '35816', '49958', '49002', '58435']",[]
